source,destination,distance_km,days,transport,hotel_type,people,season,trip_type,group_type,travel_cost,hotel_cost,food_cost,total_cost,budget_category
Delhi,Mumbai,1615,2,train,5-star,2,off,long,family,3241,5488,4276,15299,medium
Hyderabad,Kochi,1371,3,train,5-star,1,normal,medium,couple,1526,12354,3562,20502,high
Delhi,Kolkata,889,4,train,4-star,1,off,medium,solo,903,9372,3020,15655,medium
Kolkata,Hyderabad,1191,2,bus,5-star,2,peak,long,family,2105,6670,5352,13594,medium
Mumbai,Kochi,1846,4,flight,4-star,2,peak,short,couple,8805,11625,7403,41706,high
Pune,Kolkata,1708,5,train,3-star,3,normal,long,family,5510,15777,8157,34689,medium
Hyderabad,Jaipur,1957,6,bus,5-star,4,peak,short,couple,6942,67140,30979,101142,medium
Pune,Jaipur,1669,7,train,3-star,5,peak,short,solo,10150,38901,21374,82924,medium
Pune,Kochi,1144,3,flight,5-star,5,normal,medium,family,12466,35432,18215,99082,high
Pune,Jaipur,124,1,flight,3-star,2,normal,medium,solo,540,1990,1063,5387,medium
Bangalore,Goa,1480,3,bus,4-star,3,off,long,solo,3242,12755,6885,22022,medium
Jaipur,Kochi,500,7,train,5-star,2,off,medium,solo,967,32987,14968,57548,medium
Goa,Chennai,1135,3,flight,2-star,3,peak,short,solo,8184,4097,3428,23527,medium
Kolkata,Goa,497,5,bus,2-star,4,off,short,solo,1447,6534,6336,13779,low
Mumbai,Pune,1792,5,flight,4-star,1,peak,medium,solo,4354,15486,4694,36738,high
Delhi,Jaipur,1447,1,train,2-star,4,peak,long,solo,6998,2024,1509,12393,medium
Jaipur,Kolkata,1089,7,train,2-star,1,peak,medium,couple,1337,6013,2723,11845,low
Kolkata,Pune,249,2,flight,4-star,2,normal,short,solo,1113,3495,3304,11859,medium
Mumbai,Chennai,543,7,flight,3-star,3,normal,long,couple,3579,23643,11423,57937,medium
Chennai,Mumbai,1305,2,train,3-star,2,off,medium,couple,2535,1787,1962,7401,low
Mumbai,Bangalore,1434,5,bus,4-star,5,off,short,family,4978,38197,19761,60553,medium
Bangalore,Hyderabad,1599,7,flight,4-star,5,normal,short,couple,17748,62808,29725,165205,medium
Delhi,Jaipur,1871,1,train,3-star,1,off,medium,family,1840,1802,494,4868,medium
Hyderabad,Jaipur,1887,1,bus,2-star,2,normal,long,solo,2981,922,684,4419,medium
Jaipur,Pune,1996,7,flight,5-star,3,peak,short,family,14647,79079,28510,183027,high
Delhi,Kochi,673,2,train,4-star,4,normal,medium,solo,2976,6962,6774,19673,medium
Bangalore,Kolkata,288,6,bus,2-star,1,normal,long,solo,230,4422,2075,6484,low
Jaipur,Kolkata,674,3,flight,3-star,2,peak,long,solo,3174,4339,3635,16713,medium
Mumbai,Hyderabad,1066,1,train,2-star,3,off,medium,solo,3180,1571,943,6704,medium
Mumbai,Kolkata,1636,5,bus,2-star,2,normal,short,family,2639,3591,3466,9338,low
Kochi,Goa,1896,2,flight,2-star,4,peak,long,family,18239,1963,3050,34846,medium
Kolkata,Mumbai,432,4,bus,5-star,2,off,medium,couple,623,16760,8543,24937,medium
Hyderabad,Delhi,459,5,flight,5-star,2,normal,medium,solo,2009,23981,11876,56737,high
Kochi,Jaipur,123,3,train,4-star,2,peak,long,solo,302,7426,5565,15669,medium
Goa,Delhi,755,5,train,4-star,5,off,long,couple,3783,37633,18889,71006,medium
Mumbai,Goa,803,4,bus,2-star,1,peak,long,solo,711,3010,1544,5067,low
Kochi,Pune,148,2,flight,2-star,4,normal,medium,solo,1286,1812,2783,8811,low
Bangalore,Jaipur,1680,4,flight,5-star,4,normal,medium,solo,14949,36800,18449,105134,high
Kolkata,Delhi,1093,2,train,2-star,3,normal,medium,couple,3612,1753,2176,8872,low
Kochi,Kolkata,442,2,flight,3-star,1,normal,long,couple,965,2022,1099,6119,medium
Delhi,Chennai,1736,1,train,3-star,3,peak,short,couple,6225,4339,1858,14627,medium
Goa,Mumbai,843,4,bus,5-star,4,off,short,solo,2462,33344,17294,51072,medium
Chennai,Delhi,1389,1,flight,3-star,2,peak,long,couple,6751,2191,1204,15196,high
Kolkata,Hyderabad,1791,6,flight,5-star,2,peak,medium,couple,8532,33041,15652,85750,high
Delhi,Goa,1269,3,train,3-star,5,normal,short,couple,7025,12030,8285,32170,medium
Chennai,Kochi,1385,1,train,5-star,5,peak,medium,family,8589,19788,6674,41233,high
Bangalore,Chennai,1243,6,flight,2-star,1,peak,short,couple,3100,5047,2349,15699,medium
Kochi,Mumbai,1812,1,flight,3-star,5,off,short,family,17856,5418,2426,38508,high
Kochi,Chennai,1861,3,bus,3-star,4,off,medium,family,5399,7229,5942,17877,low
Pune,Kochi,405,5,train,5-star,5,peak,short,solo,2488,77765,33809,134295,high
Pune,Jaipur,430,2,bus,4-star,2,peak,short,solo,767,3845,3731,8034,medium
Pune,Kolkata,1758,1,train,3-star,5,off,short,family,8764,5523,2478,19717,medium
Hyderabad,Delhi,1562,3,train,2-star,3,normal,short,couple,5165,3600,3234,14115,low
Kolkata,Bangalore,818,4,train,2-star,1,off,long,family,805,2428,1287,5317,low
Pune,Mumbai,425,6,flight,2-star,3,normal,short,solo,2811,9153,6213,27221,low
Kolkata,Pune,157,5,train,4-star,1,off,medium,family,154,12880,3786,19778,medium
Hyderabad,Jaipur,1660,7,train,5-star,5,off,long,family,8198,97574,37239,168339,medium
Hyderabad,Mumbai,1322,6,train,5-star,5,off,medium,family,6503,81136,32422,141302,medium
Hyderabad,Kochi,1253,3,train,2-star,4,normal,long,family,5619,3683,4146,15816,low
Kolkata,Hyderabad,698,6,flight,4-star,2,off,medium,solo,2768,15909,9388,42004,medium
Chennai,Bangalore,1567,2,bus,5-star,5,normal,medium,solo,6335,18078,12119,35163,medium
Mumbai,Pune,743,6,train,4-star,3,off,long,family,2229,31061,13809,55464,medium
Kochi,Jaipur,1722,4,flight,5-star,2,peak,long,solo,8516,19738,10580,58158,high
Jaipur,Delhi,372,3,train,2-star,2,normal,long,couple,815,1737,2100,5480,low
Pune,Hyderabad,274,1,bus,3-star,3,off,long,solo,594,3572,1459,5419,low
Kolkata,Pune,650,3,bus,5-star,1,off,medium,family,461,10923,3335,14160,medium
Bangalore,Chennai,1463,7,bus,5-star,3,off,medium,solo,3225,63493,22970,86428,medium
Hyderabad,Kochi,688,1,bus,3-star,2,peak,medium,family,1198,2180,1201,4411,medium
Goa,Kolkata,1249,7,flight,4-star,5,peak,short,solo,15272,70297,32676,177021,high
Hyderabad,Goa,1425,6,train,5-star,3,normal,long,family,4696,60417,21784,102231,high
Bangalore,Goa,893,6,flight,5-star,2,peak,short,family,4398,32364,15844,78857,high
Chennai,Jaipur,310,2,train,5-star,5,peak,long,couple,1845,19784,13155,40947,medium
Kochi,Hyderabad,1530,1,bus,4-star,2,normal,long,family,2446,3458,1662,7290,medium
Goa,Kolkata,1616,3,train,5-star,3,normal,long,couple,5165,23952,10730,46921,high
Bangalore,Kochi,1767,3,bus,4-star,3,off,medium,couple,3778,12849,6796,22548,medium
Chennai,Pune,833,3,flight,5-star,3,off,short,couple,5053,22126,9435,54812,high
Jaipur,Chennai,1536,4,flight,4-star,5,normal,medium,solo,16919,31311,16257,96689,medium
Kochi,Delhi,1130,6,train,4-star,5,normal,long,family,6080,53110,26272,100492,medium
Kochi,Mumbai,1808,7,bus,3-star,2,normal,medium,solo,2931,12058,7697,21840,low
Mumbai,Goa,1486,2,bus,5-star,2,peak,long,solo,2681,6812,5233,14166,medium
Kochi,Hyderabad,870,7,bus,5-star,5,peak,medium,couple,3713,115061,47116,159936,medium
Pune,Chennai,1019,3,train,4-star,5,peak,medium,family,6160,23163,13648,50601,medium
Kolkata,Bangalore,1417,1,flight,5-star,3,off,long,solo,8321,10752,3250,33451,high
Hyderabad,Kochi,654,5,bus,4-star,4,peak,long,couple,2288,30320,18479,49241,medium
Delhi,Chennai,1862,7,train,4-star,4,off,long,solo,7507,37938,21616,78894,medium
Jaipur,Pune,1687,4,train,2-star,4,normal,medium,couple,7322,5160,5556,21259,low
Jaipur,Kolkata,745,2,bus,4-star,1,peak,long,family,647,3870,1962,6232,medium
Hyderabad,Kolkata,366,7,flight,2-star,1,peak,short,couple,894,6183,2717,14643,medium
Kolkata,Hyderabad,1749,1,train,5-star,4,normal,medium,family,7622,12062,4928,28958,high
Goa,Kolkata,533,2,flight,3-star,4,off,medium,solo,4337,3568,3975,17785,medium
Kochi,Mumbai,296,1,train,4-star,1,peak,long,couple,350,3897,956,6119,high
Delhi,Pune,1018,1,bus,3-star,4,off,short,couple,2933,3563,1990,8172,medium
Delhi,Kolkata,253,1,flight,3-star,2,normal,medium,couple,1120,2002,1102,6325,medium
Chennai,Delhi,1457,2,flight,4-star,5,off,short,family,14386,9591,7734,47483,medium
Mumbai,Kochi,1856,1,bus,4-star,3,normal,medium,family,4388,6893,2540,13320,medium
Hyderabad,Bangalore,567,2,bus,3-star,2,peak,medium,solo,1008,2204,2396,5400,low
Jaipur,Kolkata,1474,6,train,3-star,5,off,medium,solo,7324,26866,15046,57943,low
Goa,Delhi,607,5,bus,4-star,1,peak,short,solo,536,15327,4691,19796,medium
Delhi,Bangalore,635,3,train,4-star,1,normal,short,family,712,6940,2565,12027,medium
Delhi,Kochi,1960,4,flight,4-star,4,normal,medium,solo,17229,21134,13466,77641,medium
Pune,Hyderabad,454,1,flight,3-star,3,peak,long,family,3301,4473,1789,14319,medium
Hyderabad,Delhi,1855,6,flight,2-star,2,normal,long,couple,7999,4412,4126,24803,medium
Chennai,Mumbai,546,4,bus,3-star,1,off,medium,family,396,5286,1971,7377,low
Goa,Mumbai,1986,5,flight,2-star,3,peak,short,family,14552,7969,5741,42320,medium
Delhi,Pune,1822,2,bus,5-star,1,off,short,couple,1315,5408,2152,8546,medium
Goa,Delhi,505,5,train,3-star,5,normal,medium,couple,2768,24804,13916,48756,low
Chennai,Bangalore,958,7,train,2-star,1,off,long,family,983,4823,2202,9424,low
Pune,Chennai,880,2,bus,3-star,1,normal,medium,family,689,1975,1131,3654,low
Kolkata,Delhi,1532,4,flight,3-star,1,normal,short,family,3344,6172,2158,17476,medium
Bangalore,Kolkata,486,1,flight,2-star,4,normal,long,family,4209,1790,1398,11088,medium
Kochi,Jaipur,630,7,flight,2-star,5,off,short,family,6323,14678,10956,47859,low
Goa,Bangalore,1839,3,flight,5-star,1,normal,long,couple,4037,11942,3550,29265,high
Jaipur,Delhi,546,4,train,5-star,3,off,medium,solo,1600,32899,12604,55430,medium
Delhi,Mumbai,930,2,bus,2-star,3,peak,short,couple,2514,1969,2283,6514,low
Bangalore,Kochi,1511,2,flight,3-star,5,peak,short,family,18485,6747,6151,46967,medium
Jaipur,Delhi,1339,2,bus,3-star,5,off,medium,solo,4856,5488,4822,14604,low
Kolkata,Jaipur,1248,2,flight,4-star,1,off,short,couple,2451,3106,1558,10661,high
Hyderabad,Mumbai,1453,6,train,4-star,4,off,short,family,5720,31899,18507,66019,medium
Mumbai,Delhi,1975,6,bus,4-star,4,peak,short,solo,6862,38161,22875,65385,medium
Goa,Hyderabad,901,1,flight,4-star,5,peak,short,family,10775,11571,4620,40409,high
Chennai,Hyderabad,1344,4,flight,3-star,1,off,medium,couple,2648,5396,1956,14982,medium
Pune,Kochi,1790,2,flight,3-star,1,peak,medium,family,4269,2209,1194,11498,high
Kolkata,Chennai,1742,4,flight,5-star,1,normal,medium,couple,3785,17746,4794,39464,high
Kolkata,Jaipur,994,6,train,3-star,4,peak,short,family,4879,22497,14361,49093,medium
Kochi,Hyderabad,251,1,flight,4-star,2,normal,medium,solo,1140,3447,1727,9457,medium
Mumbai,Bangalore,422,3,bus,4-star,3,peak,medium,solo,1102,15198,8320,23728,medium
Pune,Chennai,1319,1,train,4-star,3,normal,medium,family,4349,7060,2575,16452,high
Delhi,Kochi,351,5,bus,3-star,1,off,medium,solo,249,7093,2440,9428,low
Chennai,Jaipur,1387,6,bus,4-star,3,normal,short,family,3323,34889,15081,51342,medium
Kochi,Pune,538,1,train,4-star,5,normal,long,couple,2970,10856,4217,21210,medium
Pune,Jaipur,424,3,train,3-star,4,normal,long,solo,1853,8067,6544,19377,low
Kochi,Hyderabad,1309,1,train,2-star,1,off,medium,couple,1308,801,323,2861,medium
Pune,Chennai,778,6,flight,3-star,3,normal,long,couple,5161,19813,9812,52133,medium
Pune,Kolkata,724,5,train,3-star,5,off,medium,couple,3556,22044,12139,44404,low
Delhi,Mumbai,946,5,train,2-star,4,peak,short,solo,4532,7853,7698,23645,low
Chennai,Kolkata,309,2,flight,3-star,1,off,long,couple,609,1759,984,5026,medium
Goa,Kochi,472,7,train,2-star,1,off,long,solo,466,4814,2227,8837,low
Chennai,Hyderabad,458,1,flight,2-star,1,off,medium,family,919,809,316,3060,medium
Goa,Bangalore,1479,5,bus,5-star,5,peak,medium,family,6296,78699,33497,114120,medium
Delhi,Mumbai,1679,3,bus,3-star,2,peak,long,solo,2936,4351,3754,10628,low
Mumbai,Delhi,420,1,bus,2-star,5,peak,medium,solo,1898,2990,1957,6585,low
Delhi,Kolkata,442,5,flight,2-star,1,normal,medium,family,939,3557,1737,9345,low
Pune,Goa,1859,1,bus,4-star,1,normal,short,solo,1481,3474,817,5562,high
Bangalore,Hyderabad,817,7,flight,5-star,5,normal,medium,family,9039,108880,43009,240879,high
Goa,Jaipur,1814,2,train,4-star,5,off,short,solo,8873,9326,7342,30102,medium
Jaipur,Hyderabad,1766,5,bus,4-star,1,normal,short,couple,1406,14189,4210,19062,medium
Chennai,Pune,1933,3,flight,2-star,5,peak,long,family,24141,5917,5787,53622,medium
Delhi,Kochi,419,4,flight,4-star,1,off,short,solo,812,9490,2969,19885,medium
Pune,Bangalore,1737,4,train,4-star,2,normal,medium,family,3861,10614,6938,25180,medium
Goa,Jaipur,1412,4,train,2-star,1,normal,short,couple,1529,2706,1411,6645,low
Hyderabad,Pune,1115,3,train,5-star,5,normal,medium,couple,6173,35532,17354,69594,medium
Pune,Jaipur,1155,7,flight,2-star,5,peak,medium,solo,14048,17779,13360,67697,low
Mumbai,Kolkata,374,2,flight,2-star,2,off,long,solo,1498,809,1235,5306,low
Pune,Kochi,1864,1,bus,4-star,4,off,medium,couple,5212,6193,3169,14043,medium
Hyderabad,Mumbai,1673,1,bus,2-star,3,off,long,family,3652,1624,942,5985,low
Kochi,Bangalore,408,4,flight,4-star,4,peak,medium,solo,3934,23504,14849,63317,medium
Bangalore,Kolkata,1553,1,flight,3-star,5,normal,short,family,17230,5968,2830,38970,high
Bangalore,Chennai,1683,1,flight,4-star,2,off,short,family,6738,3208,1516,17158,high
Goa,Jaipur,167,6,flight,3-star,2,normal,long,solo,746,9953,6610,25930,medium
Kochi,Mumbai,485,5,bus,2-star,4,normal,long,solo,1590,7087,7021,15120,low
Pune,Goa,1056,6,train,3-star,4,normal,long,family,4676,20156,13110,44650,low
Chennai,Jaipur,318,3,flight,4-star,3,off,short,solo,1948,12355,7035,31967,medium
Chennai,Hyderabad,1695,6,flight,2-star,2,off,short,family,6834,4165,3689,21987,low
Delhi,Hyderabad,1276,7,flight,5-star,3,off,medium,couple,7480,66250,22041,143395,high
Jaipur,Goa,1512,7,bus,3-star,4,off,medium,couple,4249,21441,13899,38138,low
Goa,Hyderabad,784,3,flight,2-star,1,off,short,family,1589,1615,936,6199,medium
Kolkata,Bangalore,217,6,flight,5-star,5,off,long,family,2158,81570,32614,174202,high
Kolkata,Chennai,654,2,bus,3-star,2,peak,short,couple,1147,2135,2386,5463,low
Kolkata,Hyderabad,1659,7,flight,5-star,4,normal,long,couple,14910,72202,33437,180546,high
Mumbai,Jaipur,771,3,train,4-star,2,off,short,solo,1552,6193,4574,14506,medium
Kochi,Pune,727,7,bus,3-star,2,off,medium,solo,1049,10728,6940,18027,low
Pune,Delhi,921,1,flight,2-star,2,off,long,couple,3636,792,631,7580,medium
Pune,Mumbai,1089,5,flight,3-star,2,peak,medium,couple,5165,8821,6174,30195,medium
Bangalore,Kochi,464,4,train,4-star,3,peak,medium,family,1677,22694,11198,41897,medium
Chennai,Delhi,310,2,train,3-star,5,peak,long,family,1852,6658,6036,17118,low
Delhi,Kochi,1277,6,train,4-star,1,off,short,couple,1296,16024,4579,25752,medium
Kolkata,Mumbai,234,6,train,2-star,1,off,short,solo,234,4026,1890,7240,low
Jaipur,Pune,360,3,train,4-star,2,off,short,solo,708,6372,4688,13838,medium
Delhi,Kochi,1367,3,flight,5-star,3,normal,medium,solo,9130,24331,10949,66467,high
Pune,Chennai,749,6,bus,5-star,5,peak,short,family,3322,97308,40610,136054,medium
Delhi,Mumbai,1949,2,train,4-star,2,off,long,solo,3963,3138,3042,11931,medium
Kolkata,Delhi,1031,4,flight,3-star,4,peak,short,couple,10071,13309,9650,49462,medium
Delhi,Hyderabad,1918,2,flight,2-star,1,peak,medium,solo,4554,994,776,9480,medium
Delhi,Hyderabad,1317,3,bus,2-star,4,off,short,family,3834,3256,3764,10449,low
Kochi,Mumbai,1971,4,train,2-star,1,normal,medium,solo,2200,2702,1390,7403,low
Hyderabad,Chennai,1191,3,bus,5-star,2,off,short,family,1710,10517,6462,18016,medium
Kolkata,Pune,1073,6,flight,4-star,2,normal,short,couple,4769,17589,10432,49082,medium
Kochi,Jaipur,615,2,flight,3-star,3,peak,short,family,4447,4432,3673,18796,medium
Kolkata,Bangalore,530,4,flight,3-star,1,normal,long,solo,1206,6013,2165,14054,medium
Pune,Jaipur,1214,6,flight,3-star,3,normal,medium,solo,8114,20559,9852,57649,medium
Hyderabad,Goa,794,3,bus,4-star,5,peak,long,solo,3537,23525,14238,39728,medium
Kochi,Pune,1926,5,bus,3-star,5,normal,medium,solo,7718,23748,13733,43542,low
Pune,Mumbai,1141,4,flight,5-star,3,peak,medium,solo,8340,40139,15919,96401,high
Hyderabad,Delhi,802,1,flight,5-star,3,normal,medium,couple,5263,12099,3646,31457,high
Mumbai,Chennai,947,6,train,2-star,5,off,medium,solo,4714,11997,9424,30772,low
Jaipur,Hyderabad,382,3,flight,3-star,4,peak,medium,solo,3750,8617,7032,29094,medium
Bangalore,Delhi,469,6,bus,3-star,2,peak,short,family,844,11084,7326,18530,low
Kolkata,Chennai,1423,3,flight,4-star,1,normal,long,solo,3080,7077,2560,19045,high
Pune,Goa,1794,6,train,2-star,2,normal,short,couple,3853,4596,4209,14897,low
Jaipur,Bangalore,272,4,bus,3-star,1,normal,medium,couple,216,5965,2133,8012,medium
Mumbai,Pune,1905,2,flight,5-star,2,normal,long,couple,8456,6023,4786,28849,high
Jaipur,Kolkata,1825,1,train,3-star,1,off,short,family,1841,1762,490,4818,medium
Jaipur,Hyderabad,845,1,flight,4-star,2,off,short,couple,3303,3136,1531,11943,high
Pune,Kochi,238,3,flight,5-star,5,off,short,family,2371,32231,15986,75815,high
Kochi,Mumbai,1476,4,train,5-star,5,peak,long,couple,9155,61548,26456,114169,high
Delhi,Bangalore,1069,3,bus,4-star,5,normal,long,couple,4227,21464,12473,36742,medium
Kochi,Bangalore,1822,1,train,5-star,3,normal,long,couple,5982,11874,3537,25195,high
Delhi,Chennai,723,5,train,5-star,1,off,short,couple,712,21320,5401,32310,high
Kolkata,Pune,1230,6,train,5-star,3,normal,long,family,4060,59440,21479,100072,high
Hyderabad,Bangalore,806,7,train,5-star,1,off,medium,couple,795,32793,7543,48382,high
Mumbai,Goa,328,3,train,3-star,3,normal,long,family,1095,8070,4992,16652,low
Delhi,Goa,1981,1,flight,5-star,4,off,short,couple,16016,10618,4289,46310,high
Goa,Chennai,1203,2,train,5-star,3,off,short,family,3667,10758,6206,24299,medium
Bangalore,Mumbai,1916,7,train,5-star,3,peak,short,family,6933,79360,26631,132984,high
Jaipur,Kochi,208,6,flight,3-star,3,peak,medium,solo,1540,21764,10943,51317,medium
Bangalore,Mumbai,182,2,train,5-star,1,peak,medium,family,219,6472,2597,10945,high
Kochi,Chennai,647,4,flight,4-star,3,normal,long,family,4210,21341,10177,53494,medium
Chennai,Mumbai,661,1,flight,5-star,2,off,short,couple,2597,5324,2198,15163,high
Kolkata,Jaipur,1949,5,bus,3-star,1,peak,short,solo,1752,8956,3047,13231,medium
Goa,Hyderabad,1932,1,train,4-star,4,peak,short,solo,9391,7559,3726,24344,high
Pune,Goa,1735,3,bus,5-star,1,off,medium,solo,1236,10504,3291,14490,medium
Kolkata,Delhi,1489,6,bus,4-star,4,peak,short,solo,5186,39190,22736,64569,medium
Mumbai,Jaipur,187,4,train,5-star,2,peak,short,solo,456,19982,10462,36361,medium
Chennai,Kochi,1589,2,flight,4-star,2,peak,short,couple,7905,3852,3756,23214,high
Jaipur,Chennai,1227,3,flight,2-star,2,peak,short,solo,5880,1952,2326,15223,medium
Jaipur,Mumbai,1313,2,train,2-star,3,off,short,solo,3912,1600,1849,8666,low
Chennai,Mumbai,1818,4,train,4-star,5,normal,long,couple,9808,32065,16843,69091,medium
Kolkata,Jaipur,1956,4,bus,5-star,2,normal,long,solo,3113,18391,9438,29783,medium
Kochi,Chennai,347,2,bus,5-star,5,normal,medium,couple,1372,17792,12291,30286,medium
Pune,Mumbai,372,4,flight,5-star,5,peak,short,family,4635,60069,26710,136829,high
Hyderabad,Goa,494,4,bus,2-star,5,normal,long,solo,1958,8336,7028,16665,low
Bangalore,Jaipur,1513,1,bus,2-star,2,off,short,couple,2206,808,627,3504,low
Kochi,Kolkata,438,4,flight,5-star,5,off,medium,couple,4444,48993,22070,113013,high
Goa,Chennai,1007,2,train,4-star,1,off,long,couple,1000,3109,1516,6624,medium
Kochi,Mumbai,907,3,train,4-star,3,normal,short,couple,2997,13868,7522,28723,medium
Delhi,Mumbai,1973,1,bus,4-star,3,normal,long,solo,4820,6942,2555,13784,medium
Goa,Kochi,1931,3,flight,4-star,3,peak,medium,family,14081,15264,8598,56827,high
Jaipur,Chennai,283,6,train,5-star,4,off,short,family,1101,54211,26015,95698,medium
Hyderabad,Kolkata,131,3,train,4-star,1,off,short,solo,129,6177,2324,10164,medium
Jaipur,Hyderabad,579,4,train,3-star,5,peak,long,couple,3542,19599,12228,41631,medium
Kochi,Chennai,1366,3,flight,5-star,4,off,medium,couple,10879,21185,12793,67246,high
Delhi,Kochi,1530,4,flight,2-star,5,normal,long,couple,17117,8137,6940,48200,medium
Pune,Mumbai,258,2,bus,3-star,4,peak,long,solo,896,4365,4807,9700,low
Mumbai,Chennai,844,7,flight,2-star,2,peak,long,solo,4033,5784,5482,22929,low
Kolkata,Bangalore,200,7,flight,3-star,4,off,medium,family,1607,21187,13888,54985,low
Pune,Jaipur,904,2,bus,3-star,2,normal,short,family,1426,1992,2188,5400,low
Bangalore,Delhi,1671,7,train,3-star,5,peak,long,solo,10044,40789,21035,84511,medium
Kochi,Mumbai,186,6,bus,3-star,3,peak,medium,family,485,21748,11060,32066,low
Jaipur,Hyderabad,725,5,bus,2-star,1,normal,short,couple,565,3558,1787,5692,low
Goa,Kolkata,852,6,bus,3-star,4,off,medium,solo,2462,18051,12259,31531,low
Delhi,Chennai,1906,7,train,4-star,3,off,medium,couple,5681,37398,15997,69566,medium
Hyderabad,Bangalore,1826,7,train,2-star,5,off,long,couple,8884,14854,11120,41011,low
Pune,Kochi,379,7,bus,4-star,2,normal,long,solo,616,21382,11826,32552,medium
Kolkata,Mumbai,1418,1,train,2-star,1,normal,medium,couple,1537,899,345,3274,medium
Jaipur,Pune,338,4,train,4-star,4,normal,long,couple,1490,21356,13565,42830,medium
Mumbai,Goa,1439,2,bus,4-star,1,peak,short,couple,1269,3844,1892,6744,medium
Pune,Jaipur,1470,7,flight,5-star,5,off,medium,family,14407,93997,38066,219713,high
Jaipur,Bangalore,588,1,bus,2-star,1,normal,medium,family,477,906,346,1664,low
